Instances,Source,feature_n_tours,feature_n_legs,feature_n_position_used,feature_drive_min,feature_drive_max,feature_drive_mean,feature_drive_median,feature_drive_std,feature_drive_first_quantile,feature_drive_third_quartile,feature_diff_min,feature_diff_max,feature_diff_mean,feature_diff_median,feature_diff_std,feature_diff_first_quantile,feature_diff_third_quartile,feature_max_active_buses,feature_average_distance,feature_huge,feature_large,feature_medium,feature_small,feature_tiny,feature_max_num_legs_per_tour,feature_min_num_legs_per_tour,feature_mean_num_legs_per_tour,feature_median_num_legs_per_tour,feature_std_num_legs_per_tour,feature_1st_quantile_num_legs_per_tour,feature_3rd_quantile_num_legs_per_tour,feature_max_total_time_per_tour,feature_min_total_time_per_tour,feature_mean_total_time_per_tour,feature_median_total_time_per_tour,feature_std_total_time_per_tour,feature_1st_quantile_total_time_per_tour,feature_3rd_quantile_total_time_per_tour,feature_max_number_breaks_per_tour,feature_min_number_breaks_per_tour,feature_mean_number_breaks_per_tour,feature_median_number_breaks_per_tour,feature_std_number_breaks_per_tour,feature_1st_quantile_number_breaks_per_tour,feature_3rd_quantile_number_breaks_per_tour,feature_max_number_of_proper_breaks_per_tour,feature_min_number_of_proper_breaks_per_tour,feature_mean_number_of_proper_breaks_per_tour,feature_median_number_of_proper_breaks_per_tour,feature_std_number_of_proper_breaks_per_tour,feature_1st_quantile_number_of_proper_breaks_per_tour,feature_3rd_quantile_number_of_proper_breaks_per_tour,feature_max_proportion_of_large_legs_per_tour,feature_min_proportion_of_large_legs_per_tour,feature_mean_proportion_of_large_legs_per_tour,feature_median_proportion_of_large_legs_per_tour,feature_std_proportion_of_large_legs_per_tour,feature_1st_quantile_proportion_of_large_legs_per_tour,feature_3rd_quantile_proportion_of_large_legs_per_tour,feature_min_max_rro,feature_max_max_rro,feature_mean_max_rro,feature_median_max_rro,feature_std_max_rro,feature_min_min_rro,feature_max_min_rro,feature_mean_min_rro,feature_median_min_rro,feature_std_min_rro,feature_min_mean_rro,feature_max_mean_rro,feature_mean_mean_rro,feature_median_mean_rro,feature_std_mean_rro,feature_min_median_rro,feature_max_median_rro,feature_mean_median_rro,feature_median_median_rro,feature_std_median_rro,feature_min_std_rro,feature_max_std_rro,feature_mean_std_rro,feature_median_std_rro,feature_std_std_rro,algo_CMSA,algo_LNS
gridSpread_100_4,gridSpread,289,538,83,29,43,34.5278810408922,34.0,4.8136426677788,29,39,0,60,22.3806228373702,22.0,19.9667657684516,0,39,538,1780.32607078329,1.0,0.0,0.0,0.0,0,3,1,1.86159169550173,2.0,0.749771978763309,1.0,2.0,177,29,92.8892733564014,96.0,48.1551147361372,40.0,130.0,2,0,0.86159169550173,1.0,0.749771978763309,0.0,1.0,2,0,0.86159169550173,1.0,0.749771978763309,0.0,1.0,0,0,0.0,0,0.0,0,0,1,32,1.66265060240964,1.0,3.39126130153232,0,3,0.337349397590361,0.0,0.586537900946414,0.181818181818182,18.0625,0.843695323496883,0.5,1.95088922236162,0.0,17.5,0.668674698795181,0.0,1.94545672222092,0.0,9.39726522718179,0.50651834619526,0.471404520791032,1.01585106048477,99284.4,97779.8
gridSpread_100_5,gridSpread,362,708,72,21,45,31.2612994350282,31.0,7.9125391801602,24,38,0,60,20.914364640884,19.5,17.9283676959931,0,36,708,2083.48770876337,1.0,0.0,0.0,0.0,0,4,1,1.95580110497238,2.0,0.749387996488166,1.0,2.0,183,22,87.9033149171271,88.0,42.5718637150354,44.0,117.75,3,0,0.955801104972376,1.0,0.749387996488166,0.0,1.0,3,0,0.767955801104972,1.0,0.702222767877841,0.0,1.0,0,0,0.0,0,0.0,0,0,1,41,2.16666666666667,2.0,4.64877522699379,0,5,0.222222222222222,0.0,0.691661088777152,0.142857142857143,19.0526315789474,0.815441878991608,0.5,2.18653400067328,0.0,16.0,0.548611111111111,0.0,1.89692683156757,0.0,11.2693047663508,0.671211545744308,0.567838346292615,1.27916795330297,115314.2,113203.6
gridSpread_150_1,gridSpread,537,1138,52,23,47,32.6687170474517,33.0,7.8004611151435,24,39,0,43,19.292364990689,21.0,13.6161189049736,10,30,1138,2952.89644970414,1.0,0.0,0.0,0.0,0,4,1,2.11918063314711,2.0,0.793798636074815,2.0,3.0,175,23,97.4264432029795,91.0,44.7571419871463,63.0,144.0,3,0,1.11918063314711,1.0,0.793798636074815,1.0,2.0,3,0,0.949720670391061,1.0,0.766673700195117,0.0,2.0,0,0,0.0,0,0.0,0,0,1,63,3.78846153846154,2.5,8.34666340167305,0,4,0.076923076923077,0.0,0.54934064834945,0.285714285714286,31.5882352941176,1.44139448723725,0.833333333333333,4.22900180385874,0.0,32.0,1.31730769230769,1.0,4.31792868585097,0.451753951452626,15.5490072447593,1.11667161103035,0.807952322979758,2.0342467859752,165213.0,160864.2
gridSpread_150_2,gridSpread,492,991,81,17,50,32.2250252270434,32.0,10.6559259662477,23,42,0,45,13.8353658536585,10.0,14.3679623730134,0,25,991,1952.97972869989,1.0,0.0,0.0,0.0,0,5,1,2.01422764227642,2.0,0.879879433841758,1.0,3.0,184,17,85.0772357723577,76.0,43.0067366872811,47.75,129.0,4,0,0.991869918699187,1.0,0.878801243373766,0.0,2.0,3,0,0.595528455284553,0.0,0.727662147160211,0.0,1.0,0,0,0.0,0,0.0,0,0,1,67,2.60493827160494,2.0,7.24130643070365,0,2,0.08641975308642,0.0,0.321935921244575,0.125,27.3333333333333,0.8888513395895,0.529411764705882,2.96574509593093,0.0,20.5,0.567901234567901,0.0,2.27133653808891,0.0,18.773503787105,0.841965088469292,0.623609564462323,2.02013614781846,152438.2,149558.6
gridSpread_150_3,gridSpread,546,919,23,20,58,36.4004352557127,35.0,12.5493862192009,25,48,0,57,15.2582417582418,9.0,17.3439979121093,0,27,919,2881.92816635161,1.0,0.0,0.0,0.0,0,4,1,1.68315018315018,2.0,0.682305107335643,1.0,2.0,180,20,79.3772893772894,70.0,40.0374888057261,47.25,111.0,3,0,0.683150183150183,1.0,0.682305107335643,0.0,1.0,3,0,0.523809523809524,0.0,0.614522769945176,0.0,1.0,0,0,0.0,0,0.0,0,0,2,74,6.52173913043478,4.0,14.4308533153867,0,0,0.0,0.0,0.0,0.466666666666667,30.3333333333333,2.32368008518904,1.16666666666667,5.9778057582361,0.0,18.5,1.65217391304348,1.0,3.60987408731606,0.575639597965222,25.8929419812513,2.09697790884466,1.06718737290547,5.07964856855396,194381.8,187226.6
gridSpread_150_4,gridSpread,432,761,91,29,43,34.5965834428384,34.0,4.72546587639257,30,39,0,60,19.7546296296296,18.0,19.3292614689982,0,35,761,1848.27845679668,1.0,0.0,0.0,0.0,0,3,1,1.76157407407407,2.0,0.720792596198972,1.0,2.0,178,29,85.3333333333333,88.0,46.5813704615276,38.0,123.0,2,0,0.761574074074074,1.0,0.720792596198972,0.0,1.0,2,0,0.761574074074074,1.0,0.720792596198972,0.0,1.0,0,0,0.0,0,0.0,0,0,1,52,1.93406593406593,1.0,5.3014660999425,0,6,0.263736263736264,0.0,0.738801596218533,0.125,27.0,0.853288473359579,0.5,2.77357695396289,0.0,24.0,0.67032967032967,0.0,2.50846893041033,0.0,15.5120920574886,0.613561491408972,0.471404520791032,1.58933435408646,136433.4,134621.0
gridSpread_150_5,gridSpread,582,1120,71,21,45,30.9973214285714,31.0,7.65838662398275,24,38,0,60,19.5223367697595,16.0,18.7471514272363,0,34,1120,2110.42484518671,1.0,0.0,0.0,0.0,0,5,1,1.92439862542955,2.0,0.827650941911864,1.0,2.0,191,21,85.6340206185567,83.0,45.8027491782779,40.0,118.0,4,0,0.924398625429553,1.0,0.827650941911864,0.0,1.0,3,0,0.714776632302405,1.0,0.72587537029414,0.0,1.0,0,0,0.0,0,0.0,0,0,1,76,3.09859154929577,2.0,8.74868992941545,0,8,0.197183098591549,0.0,1.01564824660957,0.133333333333333,30.6315789473684,1.07519893114342,0.583333333333333,3.55211098456642,0.0,22.0,0.732394366197183,0.0,2.59716935012095,0.0,19.7915732368889,0.945757803941078,0.687184270936277,2.26623298286137,174018.6,167008.2
gridSpread_250_1,gridSpread,833,1762,52,23,47,32.3552780930761,32.0,7.80987165689927,24,39,0,43,19.6794717887155,20.0,14.0566261334791,10,32,1762,2748.92085798817,1.0,0.0,0.0,0.0,0,4,1,2.11524609843938,2.0,0.783178777201354,2.0,3.0,179,23,96.8523409363745,91.0,43.9131364279823,65.0,141.0,3,0,1.11524609843938,1.0,0.783178777201354,1.0,2.0,3,0,0.92436974789916,1.0,0.765582653709605,0.0,2.0,0,0,0.0,0,0.0,0,0,2,94,5.23076923076923,3.0,12.4786207703961,0,11,0.211538461538462,0.0,1.51068678296099,0.416666666666667,49.0,2.09888185752156,1.18198529411765,6.5786113273887,0.0,46.0,1.84615384615385,1.0,6.20292925648413,0.589015089373951,24.9328509966977,1.50096665154314,1.03426272486498,3.29073704328323,310803.0,294901.6
gridSpread_250_2,gridSpread,784,1559,81,17,50,31.9294419499679,32.0,10.4155555020965,22,41,0,45,12.7066326530612,7.5,14.0191435037716,0,24,1559,1840.09785093736,1.0,0.0,0.0,0.0,0,5,1,1.98852040816327,2.0,0.925059763426146,1.0,3.0,185,19,82.1364795918367,69.0,43.3165318850148,44.75,122.25,4,0,0.961734693877551,1.0,0.901283127852417,0.0,1.0,3,0,0.539540816326531,0.0,0.702377735287719,0.0,1.0,0,0,0.0,0,0.0,0,0,1,116,3.7037037037037,2.0,12.5839839855765,0,5,0.074074074074074,0.0,0.561694477337152,0.307692307692308,43.5555555555556,1.22149221294531,0.642857142857143,4.74025540374387,0.0,31.5,0.87037037037037,0.5,3.46301247736438,0.461538461538462,30.7123251086636,1.12128998830686,0.70433922934904,3.31444727343891,300304.6,283317.8
gridSpread_250_3,gridSpread,927,1594,23,20,58,37.4077791718946,37.0,12.4577313837041,26,49,0,57,14.8629989212513,9.0,17.2286357817036,0,27,1594,2096.60869565217,1.0,0.0,0.0,0.0,0,4,1,1.71952535059331,2.0,0.741057141015827,1.0,2.0,176,20,83.0733549083064,72.0,42.9187412621545,48.0,131.0,3,0,0.719525350593312,1.0,0.741057141015827,0.0,1.0,2,0,0.527508090614887,0.0,0.632667460969591,0.0,1.0,0,0,0.0,0,0.0,0,0,3,135,11.0,5.0,26.4936415669545,0,1,0.086956521739131,0.0,0.281771334713385,1.0,51.5,3.93690241983081,1.6,10.1613034215345,1.0,34.0,2.91304347826087,1.0,6.67189461051071,0.816496580927726,42.1363527399112,3.20820977081216,1.4142135623731,8.31004649331379,313247.8,297337.2
gridSpread_250_4,gridSpread,684,1204,96,29,43,34.6553156146179,34.0,4.78507820263899,29,39,0,60,21.4736842105263,21.0,19.6832566926546,0,37,1204,1743.31427356786,1.0,0.0,0.0,0.0,0,3,1,1.76023391812866,2.0,0.673949651247637,1.0,2.0,178,29,86.3289473684211,91.0,44.4154526815124,39.0,121.0,2,0,0.760233918128655,1.0,0.673949651247637,0.0,1.0,2,0,0.760233918128655,1.0,0.673949651247637,0.0,1.0,0,0,0.0,0,0.0,0,0,1,85,2.63541666666667,2.0,8.47928823622924,0,5,0.21875,0.0,0.680121389287726,0.153846153846154,42.75,1.06662789399462,0.535897435897436,4.29357695639071,0.0,38.0,0.817708333333333,0.0,3.85486691273908,0.0,23.9778543660604,0.794719490939053,0.570023037434353,2.39146443067794,254881.8,244188.0
gridSpread_250_5,gridSpread,973,1910,73,21,45,31.1392670157068,31.0,8.06793650586902,23,38,0,60,19.8191161356629,16.0,18.4922462137704,0,35,1910,2192.97128917245,1.0,0.0,0.0,0.0,0,4,1,1.96300102774923,2.0,0.810179352200954,1.0,2.0,193,21,88.3627954779034,86.0,45.9118970983097,42.0,130.0,3,0,0.963001027749229,1.0,0.810179352200954,0.0,1.0,3,0,0.724563206577595,1.0,0.722692620840039,0.0,1.0,0,0,0.0,0,0.0,0,0,1,128,4.42465753424658,3.0,14.5958502342549,0,15,0.205479452054794,0.0,1.7435509673093,0.333333333333333,51.2105263157895,1.52298030169123,0.785714285714286,5.86422480674946,0.0,42.0,1.23972602739726,1.0,4.82438837704949,0.471404520791032,30.8878769394767,1.2670476511911,0.82915619758885,3.49850511877303,322956.4,304647.6
gridSpread_50_1,gridSpread,167,357,50,23,47,32.1456582633053,31.0,7.94244453093086,24,39,0,43,19.8083832335329,19.0,14.0029655249826,10,32,357,2603.87352071006,1.0,0.0,0.0,0.0,0,4,1,2.1377245508982,2.0,0.788511579467378,2.0,3.0,169,24,97.0119760479042,91.0,43.1443737041434,66.5,141.0,3,0,1.1377245508982,1.0,0.788511579467378,1.0,2.0,3,0,0.892215568862275,1.0,0.758425252552753,0.0,1.0,0,0,0.0,0,0.0,0,0,1,18,1.82,1.0,2.39741527483246,0,4,0.3,0.0,0.728010988928052,0.181818181818182,9.82352941176471,0.771953632968339,0.428571428571429,1.35888330880243,0.0,10.0,0.53,0.0,1.46768525236169,0.0,3.66598504726656,0.536939029630793,0.491452298574135,0.500607455288192,54303.6,53989.6
gridSpread_50_2,gridSpread,145,257,62,17,50,31.7782101167315,32.0,10.2342900347881,22,40,0,45,10.3310344827586,3.0,13.200864743051,0,20,257,1995.20012193263,1.0,0.0,0.0,0.0,0,4,1,1.77241379310345,2.0,0.811510533521683,1.0,2.0,177,19,70.1793103448276,60.0,39.6386556307606,40.0,86.0,3,0,0.710344827586207,1.0,0.769390635541825,0.0,1.0,2,0,0.441379310344828,0.0,0.631100429943909,0.0,1.0,0,0,0.0,0,0.0,0,0,1,24,1.51612903225806,1.0,2.90017761126781,0,2,0.725806451612903,1.0,0.651780559715379,0.117647058823529,8.05555555555556,1.00829276405652,1.0,1.03523822861891,0.0,6.0,0.92741935483871,1.0,0.87918021838505,0.0,6.51896568331564,0.277961022277992,0.0,0.828700167499266,40061.8,39751.8
gridSpread_50_3,gridSpread,176,263,21,20,58,37.106463878327,35.0,12.27768370474,27,50,0,57,10.9431818181818,0.0,16.1156036432125,0,21,263,2820.25708884688,1.0,0.0,0.0,0.0,0,3,1,1.49431818181818,1.0,0.639576911741706,1.0,2.0,164,20,68.5,56.0,36.7005697255754,38.75,81.0,2,0,0.494318181818182,0.0,0.639576911741706,0.0,1.0,2,0,0.375,0.0,0.560286047073684,0.0,1.0,0,0,0.0,0,0.0,0,0,1,27,2.66666666666667,1.0,5.48880534606431,0,1,0.047619047619048,0.0,0.21295885499998,0.181818181818182,10.3529411764706,0.966968465707962,0.4,2.12462156158568,0.0,5.0,0.476190476190476,0.0,1.13888197553347,0.385694607919935,9.36163118309542,0.962169712887949,0.471404520791032,1.88520567013376,65078.0,64496.8
gridSpread_50_4,gridSpread,147,254,63,29,43,34.8700787401575,34.0,4.8133314696081,30,40,0,60,20.1972789115646,18.0,19.8297651128906,0,38,254,1743.19885216282,1.0,0.0,0.0,0.0,0,3,1,1.72789115646259,2.0,0.69554288618347,1.0,2.0,176,29,84.3877551020408,86.0,46.0099736273748,38.0,121.0,2,0,0.727891156462585,1.0,0.69554288618347,0.0,1.0,2,0,0.727891156462585,1.0,0.69554288618347,0.0,1.0,0,0,0.0,0,0.0,0,0,1,17,1.34920634920635,1.0,2.00917522491298,0,2,0.634920634920635,1.0,0.571869318560375,0.166666666666667,9.1875,0.93815646434694,1.0,1.12534054784439,0.0,9.5,0.880952380952381,1.0,1.20749736505771,0.0,5.91839030058005,0.282671393240575,0.0,0.754232924708653,43594.2,42993.6
gridSpread_50_5,gridSpread,166,322,59,21,45,30.2763975155279,29.0,7.96428374642279,22,37,0,60,19.921686746988,16.0,18.2489448329576,0,35,322,2164.14636892475,1.0,0.0,0.0,0.0,0,4,1,1.93975903614458,2.0,0.819188513990823,1.0,2.0,171,22,83.7710843373494,78.0,43.7888760978008,43.25,115.25,3,0,0.939759036144578,1.0,0.819188513990823,0.0,1.0,3,0,0.680722891566265,1.0,0.694549837972613,0.0,1.0,0,0,0.0,0,0.0,0,0,1,23,1.59322033898305,1.0,2.84109458536251,0,2,0.474576271186441,0.0,0.563160939858853,0.125,8.73684210526316,0.829600213561487,0.529411764705882,1.11158151316891,0.0,6.0,0.610169491525424,0.5,0.897585256845566,0.0,6.09436413731795,0.400056756968144,0.433012701892219,0.796510451000635,56477.8,56396.8
legMax_100_1,legMax,333,333,1,32,164,92.2192192192192,79.0,39.0983589510309,63,137,0,0,0.0,0.0,0.0,0,0,333,161.957612456747,0.87987987987988,0.12012012012012,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,164,32,92.2192192192192,79.0,39.0983589510309,63.0,137.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.357357357357357,0,0.479221323085611,0,1,41,41,41.0,41.0,0.0,4,4,4.0,4.0,0.0,18.5,18.5,18.5,18.5,0.0,17.0,17.0,17.0,17.0,0.0,9.94009836749896,9.94009836749896,9.94009836749896,9.94009836749896,0.0,127854.8,127530.2
legMax_100_2,legMax,346,346,1,31,166,89.3728323699422,76.0,40.3310328394495,61,134,0,0,0.0,0.0,0.0,0,0,346,237.379659301737,0.904624277456647,0.095375722543353,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,166,31,89.3728323699422,76.0,40.3310328394495,61.0,133.75,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.303468208092486,0,0.459755646805585,0,1,59,59,59.0,59.0,0.0,4,4,4.0,4.0,0.0,19.2222222222222,19.2222222222222,19.2222222222222,19.2222222222222,0.0,15.5,15.5,15.5,15.5,0.0,12.4969131991133,12.4969131991133,12.4969131991133,12.4969131991133,0.0,120237.4,119550.8
legMax_100_3,legMax,218,218,1,30,141,82.256880733945,68.0,34.061709694823,63,131,0,0,0.0,0.0,0.0,0,0,218,171.517777777778,0.922018348623853,0.077981651376147,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,141,30,82.256880733945,68.0,34.061709694823,63.0,131.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.256880733944954,0,0.436913060542776,0,1,30,30,30.0,30.0,0.0,0,0,0.0,0.0,0.0,13.625,13.625,13.625,13.625,0.0,10.5,10.5,10.5,10.5,0.0,9.63635693610402,9.63635693610402,9.63635693610402,9.63635693610402,0.0,87461.8,87425.2
legMax_100_4,legMax,279,279,1,30,151,85.7132616487455,70.0,36.3015576219178,61,134,0,0,0.0,0.0,0.0,0,0,279,193.9306,0.931899641577061,0.068100358422939,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,151,30,85.7132616487455,70.0,36.3015576219178,61.0,134.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.301075268817204,0,0.458725355004334,0,1,41,41,41.0,41.0,0.0,1,1,1.0,1.0,0.0,17.4375,17.4375,17.4375,17.4375,0.0,13.5,13.5,13.5,13.5,0.0,13.3039878889752,13.3039878889752,13.3039878889752,13.3039878889752,0.0,109987.4,110646.0
legMax_100_5,legMax,398,398,1,30,154,91.8869346733668,78.0,40.7260091249682,61,137,0,0,0.0,0.0,0.0,0,0,398,151.164444444444,0.869346733668342,0.125628140703518,0.005025125628141,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,154,30,91.8869346733668,78.0,40.7260091249682,61.0,137.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.369346733668342,0,0.482627935367265,0,1,50,50,50.0,50.0,0.0,1,1,1.0,1.0,0.0,22.1111111111111,22.1111111111111,22.1111111111111,22.1111111111111,0.0,19.0,19.0,19.0,19.0,0.0,14.6851735089394,14.6851735089394,14.6851735089394,14.6851735089394,0.0,137349.6,137121.2
legMax_150_1,legMax,500,500,1,30,167,93.744,81.0,41.4501925689134,62,138,0,0,0.0,0.0,0.0,0,0,500,178.171280276817,0.862,0.122,0.016,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,167,30,93.744,81.0,41.4501925689134,61.75,138.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.336,0,0.472338861412016,0,1,74,74,74.0,74.0,0.0,7,7,7.0,7.0,0.0,27.7777777777778,27.7777777777778,27.7777777777778,27.7777777777778,0.0,22.5,22.5,22.5,22.5,0.0,17.8093469702337,17.8093469702337,17.8093469702337,17.8093469702337,0.0,196518.4,195603.8
legMax_150_2,legMax,529,529,1,33,163,87.3024574669187,73.0,39.8945113461584,56,136,0,0,0.0,0.0,0.0,0,0,529,236.74346432788,0.905482041587902,0.094517958412098,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,163,33,87.3024574669187,73.0,39.8945113461584,56.0,136.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.291115311909263,0,0.454276553523551,0,1,84,84,84.0,84.0,0.0,7,7,7.0,7.0,0.0,29.3888888888889,29.3888888888889,29.3888888888889,29.3888888888889,0.0,19.5,19.5,19.5,19.5,0.0,21.4867889356561,21.4867889356561,21.4867889356561,21.4867889356561,0.0,196647.0,197004.6
legMax_150_3,legMax,376,376,1,30,156,79.561170212766,66.0,36.9572277604393,60,98,0,0,0.0,0.0,0.0,0,0,376,170.16,0.859042553191489,0.140957446808511,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,156,30,79.561170212766,66.0,36.9572277604393,60.0,98.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.242021276595745,0,0.42830710742493,0,0,67,67,67.0,67.0,0.0,1,1,1.0,1.0,0.0,22.1176470588235,22.1176470588235,22.1176470588235,22.1176470588235,0.0,11.0,11.0,11.0,11.0,0.0,20.3321893527341,20.3321893527341,20.3321893527341,20.3321893527341,0.0,121042.0,120413.4
legMax_150_4,legMax,450,450,1,30,156,86.8866666666667,71.0,34.4846252376009,63,96,0,0,0.0,0.0,0.0,0,0,450,183.398,0.953333333333333,0.046666666666667,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,156,30,86.8866666666667,71.0,34.4846252376009,63.0,96.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.248888888888889,0,0.432369298027211,0,0,52,52,52.0,52.0,0.0,1,1,1.0,1.0,0.0,26.4705882352941,26.4705882352941,26.4705882352941,26.4705882352941,0.0,18.0,18.0,18.0,18.0,0.0,17.3548353901351,17.3548353901351,17.3548353901351,17.3548353901351,0.0,144897.6,143962.8
legMax_150_5,legMax,569,569,1,30,163,92.0861159929701,75.0,39.7578518583091,63,135,0,0,0.0,0.0,0.0,0,0,569,141.323703703704,0.885764499121265,0.100175746924429,0.014059753954306,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,163,30,92.0861159929701,75.0,39.7578518583091,63.0,135.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.35676625659051,0,0.479044981968191,0,1,70,70,70.0,70.0,0.0,3,3,3.0,3.0,0.0,31.6111111111111,31.6111111111111,31.6111111111111,31.6111111111111,0.0,24.0,24.0,24.0,24.0,0.0,19.1344334436606,19.1344334436606,19.1344334436606,19.1344334436606,0.0,208206.6,208447.4
legMax_250_1,legMax,859,859,1,30,168,90.825378346915,72.0,42.8480517357094,57,136,0,0,0.0,0.0,0.0,0,0,859,172.371972318339,0.868451688009313,0.126891734575087,0.0046565774156,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,168,30,90.825378346915,72.0,42.8480517357094,57.5,136.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.358556461001164,0,0.479576610434125,0,1,126,126,126.0,126.0,0.0,7,7,7.0,7.0,0.0,47.7222222222222,47.7222222222222,47.7222222222222,47.7222222222222,0.0,38.0,38.0,38.0,38.0,0.0,32.2590307003852,32.2590307003852,32.2590307003852,32.2590307003852,0.0,295705.6,294390.4
legMax_250_2,legMax,797,797,1,30,169,89.9284818067754,76.0,39.8372618562004,61,135,0,0,0.0,0.0,0.0,0,0,797,227.86001011975,0.917189460476788,0.082810539523212,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,169,30,89.9284818067754,76.0,39.8372618562004,61.0,135.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.29861982434128,0,0.457652733906029,0,1,125,125,125.0,125.0,0.0,5,5,5.0,5.0,0.0,44.2777777777778,44.2777777777778,44.2777777777778,44.2777777777778,0.0,34.5,34.5,34.5,34.5,0.0,31.4921604981225,31.4921604981225,31.4921604981225,31.4921604981225,0.0,305949.8,305696.2
legMax_250_3,legMax,589,589,1,30,154,83.0067911714771,67.0,37.2330332557661,61,133,0,0,0.0,0.0,0.0,0,0,589,168.035555555556,0.893039049235993,0.106960950764007,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,154,30,83.0067911714771,67.0,37.2330332557661,61.0,133.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.273344651952462,0,0.445676287456994,0,1,88,88,88.0,88.0,0.0,4,4,4.0,4.0,0.0,36.8125,36.8125,36.8125,36.8125,0.0,26.0,26.0,26.0,26.0,0.0,27.7898784407201,27.7898784407201,27.7898784407201,27.7898784407201,0.0,223416.2,224141.0
legMax_250_4,legMax,868,868,1,30,154,89.7246543778802,72.0,35.7059675722736,64,135,0,0,0.0,0.0,0.0,0,0,868,169.801,0.938940092165899,0.061059907834101,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,154,30,89.7246543778802,72.0,35.7059675722736,64.0,135.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.290322580645161,0,0.453911202563558,0,1,111,111,111.0,111.0,0.0,2,2,2.0,2.0,0.0,51.0588235294118,51.0588235294118,51.0588235294118,51.0588235294118,0.0,42.0,42.0,42.0,42.0,0.0,31.2795189300966,31.2795189300966,31.2795189300966,31.2795189300966,0.0,288101.4,288193.4
legMax_250_5,legMax,958,958,1,30,163,94.4770354906054,78.0,41.0033986419263,62,140,0,0,0.0,0.0,0.0,0,0,958,157.528888888889,0.865344467640919,0.124217118997912,0.010438413361169,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,163,30,94.4770354906054,78.0,41.0033986419263,62.0,140.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.372651356993737,0,0.483510416769343,0,1,118,118,118.0,118.0,0.0,7,7,7.0,7.0,0.0,53.2222222222222,53.2222222222222,53.2222222222222,53.2222222222222,0.0,46.0,46.0,46.0,46.0,0.0,32.9014615608411,32.9014615608411,32.9014615608411,32.9014615608411,0.0,347402.6,345432.0
legMax_50_1,legMax,164,164,1,32,150,87.359756097561,73.0,39.2682903158612,61,140,0,0,0.0,0.0,0.0,0,0,164,174.860294117647,0.908536585365854,0.091463414634146,0.0,0.0,0,1,1,1.0,1.0,0.0,1.0,1.0,150,32,87.359756097561,73.0,39.2682903158612,61.0,140.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.298780487804878,0,0.457723396727715,0,1,23,23,23.0,23.0,0.0,1,1,1.0,1.0,0.0,9.64705882352941,9.64705882352941,9.64705882352941,9.64705882352941,0.0,8.0,8.0,8.0,8.0,0.0,6.75574854537264,6.75574854537264,6.75574854537264,6.75574854537264,0.0,63377.4,62856.2
